
-1.01583308078291E+1,343784,3.42682276973867E+5,3.42712726569381E+5,3.42712456752145E+5
-1.01181566654756E+1,342909,3.42681066509675E+5,3.42712492670977E+5,3.42711480186357E+5
-1.0077982523122E+1,342507,3.42679802387973E+5,3.42712256037581E+5,3.42710452698051E+5
-1.00378083807685E+1,342514,3.42678480914221E+5,3.42712016626305E+5,3.42709370635576E+5
-9.997634238415,342965,3.42677098060302E+5,3.42711774393412E+5,3.4270823001455E+5
-9.95746009606147,343155,3.42675649427702E+5,3.42711529294303E+5,3.42707026481058E+5
-9.91728595370793,342700,3.42674130205897E+5,3.4271128128349E+5,3.42705755270066E+5
-9.87711181135439,343018,3.42672535125238E+5,3.4271103031458E+5,3.42704411158318E+5
-9.83693766900085,343065,3.42670858403472E+5,3.42710776340246E+5,3.42702988410885E+5
-9.79676352664731,342483,3.42669093684939E+5,3.42710519312215E+5,3.42701480720384E+5
-9.75658938429377,342138,3.42667233971267E+5,3.42710259181233E+5,3.42699881137693E+5
-9.71641524194023,341337,3.42665271542211E+5,3.42709995897051E+5,3.42698181992819E+5
-9.67624109958669,342864,3.42663197865021E+5,3.42709729408395E+5,3.42696374804285E+5
-9.63606695723315,342861,3.42661003490426E+5,3.42709459662943E+5,3.42694450175143E+5
-9.59589281487961,343312,3.42658677932973E+5,3.42709186607298E+5,3.42692397673335E+5
-9.55571867252607,342149,3.42656209533004E+5,3.42708910186962E+5,3.42690205693701E+5
-9.51554453017253,342587,3.42653585297068E+5,3.4270863034631E+5,3.42687861298417E+5
-9.47537038781899,342572,3.42650790712875E+5,3.42708347028559E+5,3.42685350031976E+5
-9.43519624546545,343769,3.42647809534177E+5,3.42708060175739E+5,3.42682655706098E+5
-9.39502210311191,343031,3.42644623529967E+5,3.42707769728667E+5,3.42679760148959E+5
-9.35484796075838,342189,3.42641212191249E+5,3.42707475626912E+5,3.42676642911996E+5
-9.31467381840483,343870,3.42637552387213E+5,3.42707177808766E+5,3.42673280926107E+5
-9.2744996760513,342055,3.42633617960869E+5,3.42706876211208E+5,3.4266964809732E+5
-9.23432553369776,342701,3.42629379252049E+5,3.42706570769876E+5,3.42665714829832E+5
-9.19415139134422,342268,3.42624802533029E+5,3.42706261419025E+5,3.42661447461663E+5
-9.15397724899068,343058,3.42619849338699E+5,3.427059480915E+5,3.42656807594859E+5
-9.11380310663714,342987,3.42614475669145E+5,3.4270563071869E+5,3.42651751298115E+5
-9.0736289642836,343237,3.42608631037448E+5,3.42705309230497E+5,3.42646228154611E+5
-9.03345482193006,342773,3.42602257329304E+5,3.42704983555295E+5,3.42640180121669E+5
-8.99328067957652,343634,3.42595287433336E+5,3.42704653619888E+5,3.42633540161107E+5
-8.95310653722298,342336,3.42587643591628E+5,3.42704319349471E+5,3.42626230589817E+5
-8.91293239486944,342252,3.4257923540854E+5,3.42703980667586E+5,3.42618161088614E+5
-8.8727582525159,342737,3.42569957442166E+5,3.42703637496077E+5,3.42609226293749E+5
-8.83258411016236,342535,3.42559686286723E+5,3.42703289755045E+5,3.42599302879338E+5
-8.79240996780882,342401,3.42548277035895E+5,3.42702937362804E+5,3.42588246020751E+5
-8.75223582545528,342496,3.42535558997623E+5,3.42702580235828E+5,3.42575885109454E+5
-8.71206168310174,342220,3.42521330512403E+5,3.42702218288704E+5,3.42562018571359E+5
-8.67188754074821,343267,3.42505352714425E+5,3.42701851434079E+5,3.42546407628006E+5
-8.63171339839467,342727,3.42487342077414E+5,3.42701479582608E+5,3.42528768842466E+5
-8.59153925604113,342475,3.4246696162234E+5,3.42701102642897E+5,3.42508765327102E+5
-8.55136511368759,342736,3.42443810764312E+5,3.42700720521451E+5,3.42485996590521E+5
-8.51119097133405,343069,3.42417413997958E+5,3.42700333122608E+5,3.42459987223009E+5
-8.47101682898051,342892,3.42387209063544E+5,3.42699940348487E+5,3.42430175062716E+5
-8.43084268662697,342578,3.42352536068103E+5,3.42699542098917E+5,3.42395900316845E+5
